business_id,attributes_BikeParking,attributes_BusinessAcceptsCreditCards,attributes_GoodForKids,attributes_HasTV,attributes_NoiseLevel,attributes_OutdoorSeating,attributes_RestaurantsDelivery,attributes_RestaurantsGoodForGroups,attributes_RestaurantsPriceRange2,attributes_RestaurantsReservations,attributes_RestaurantsTableService,attributes_RestaurantsTakeOut,attributes_WheelchairAccessible,bus_review_count,bus_avg_stars
fMdfTMXQBioNlfcZsD1gOw,0,1,0,0,2,0,0,0,2.0,0,0,0,1,119,4.5
-WExTQDca_JdeWd1BjlOTw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,147,4.0
bLrjQj3G9NAyKoi5EROj1Q,0,1,1,0,0,0,0,1,2.0,1,1,1,0,120,2.5
I779CNMLWhZu6BxkGfLvwQ,1,1,1,0,2,0,0,0,2.0,0,0,0,0,409,3.0
jBhOVAEdnzCJvgSnvA4UDw,0,1,1,0,3,0,1,1,2.0,1,1,1,1,202,3.5
b9Ctxco-1HyjE55W_28MYA,1,1,0,0,2,0,0,0,3.0,0,0,1,1,202,3.0
gldPX9ANF5Nic0N7igu2og,1,1,1,0,3,1,0,1,2.0,1,1,1,1,182,3.5
tduDcM1hWHPeyQ9SRPTQmQ,1,1,1,0,2,1,0,1,2.0,1,1,1,1,252,4.0
Ef5P6C2yHAv08FPif5Rdtg,1,1,1,0,2,1,0,1,3.0,1,1,1,0,174,5.0
Tp07u-0AOFRfQhtNpAXaQA,1,1,0,1,2,0,0,1,2.0,0,1,1,1,171,3.5
IpLvJEjb4AN8eWq5NE2TVA,0,0,0,0,2,0,0,0,2.0,0,0,0,0,2391,3.5
cclDCELdBQmJMWUyVWo5fw,1,1,1,0,2,1,0,1,2.0,0,0,1,1,603,4.0
uRybQLCYWkC6N19MhaHf_w,1,1,1,0,2,0,0,1,2.0,0,0,1,1,212,4.0
Kut9tVbDX_f7qKMRRoXg3w,1,1,1,1,2,1,0,1,2.0,1,1,1,1,253,3.5
csp7yhSDFkjdEKKGG7n6NA,1,1,0,0,2,0,0,0,4.0,1,1,0,0,196,4.5
MNaPOkqm2vKeNG8EqkZWCg,1,1,0,1,2,1,0,1,2.0,1,1,1,1,203,3.0
LYpujMCxfrHcSO_NA1BRQg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,317,4.0
Cnj3Gk01u1LfqdU7SxKnnA,1,1,0,0,2,0,0,0,1.0,0,0,0,1,177,4.5
oZyaFqZYf0eqKRiP-aY81Q,1,1,1,1,2,1,0,1,2.0,0,1,1,1,123,3.0
-QNQ4R1VgRoL4b6lC8Anrg,1,1,0,0,3,0,0,1,2.0,0,0,0,1,124,4.0
VIeM1YbBJ3ZqFqoY8_yUgw,1,1,0,1,0,1,0,1,2.0,0,0,0,1,120,3.0
7pGWy3mR7gjMSE6x2njqPA,0,0,0,0,2,0,0,0,2.0,0,0,0,0,107,5.0
JBrBsKpw0bbXK5nlrXVOYQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,146,3.5
Bb-Y-gKgZJak83zfzQoj1g,1,1,1,0,2,0,1,1,2.0,0,1,1,0,261,4.5
LW21U6m6axC2lCLYc0fFSA,0,1,0,0,2,0,0,0,1.0,0,0,1,1,326,4.0
iSvYimxtJTiyXX1QCQr0Xw,1,1,0,0,2,0,0,0,1.0,0,0,0,0,109,4.0
Avf10pTql_GsSZ122iP3AA,1,1,0,1,2,0,0,1,2.0,0,0,0,1,134,4.5
xtkApGzfGU4JVjq5FAaxDQ,1,1,1,0,2,1,1,1,1.0,0,0,1,1,106,4.0
1vtfUVGkcdikfBp7RSk9pg,1,1,1,1,2,1,0,0,1.0,0,1,1,1,108,3.5
xGU6La_nGJ7cJrMhbtp__Q,1,1,1,0,2,1,0,1,1.0,0,0,0,1,114,4.5
M3uV9Y3EDSpy9d4YwyNSAQ,1,1,0,0,2,1,0,1,2.0,1,1,1,1,117,4.0
J4iCg9pHLFihFC9LETupMg,1,1,1,0,2,0,0,0,2.0,0,1,1,0,162,4.0
y7Js-07RF8d3N_AEtaw2VQ,1,1,1,0,2,1,1,1,2.0,1,1,1,1,145,3.5
fOh0yRN8xOoiC0KebvSJ2Q,1,1,0,0,2,1,0,0,1.0,0,0,1,1,134,4.0
6H8xfhoZ2IGa3eNiY5FqLA,1,1,0,1,2,1,0,1,2.0,1,1,1,1,153,4.0
QE1tzFyyyRKV1p7C4LRukQ,1,1,0,1,2,1,0,0,2.0,0,1,1,1,858,4.0
QDvUdj36I_oAzXoFzCQnNA,1,1,0,0,2,0,0,0,2.0,0,0,0,1,118,4.0
in1hs9ZPiywjuY1MpMZNkQ,1,0,1,0,2,0,0,0,2.0,0,0,1,1,132,4.5
EfAqol3tWckyNrBMIooJmg,1,1,1,1,2,0,1,1,2.0,1,1,1,0,129,3.5
R7ARWB2oYf65SGxIXK-X-w,1,1,1,0,3,0,0,1,2.0,1,1,1,1,137,3.5
fJ-2acaqvWOsujUTAJB-ew,1,1,0,0,2,0,0,0,2.0,0,0,0,1,198,5.0
7NX8yDzFMPs35RtlPLcsBA,1,1,1,1,2,1,1,0,2.0,1,1,1,1,132,3.5
3_HrWm4qrzTN0gAC_CrfTQ,0,0,1,0,2,0,0,1,2.0,0,0,1,0,104,4.0
RUxAdd3mmNkejoTAX2YIDw,1,1,1,0,1,0,1,1,1.0,0,0,1,1,128,3.0
rioQ_p2pILNbJ4Xp5jW6-Q,1,1,0,0,2,0,0,0,2.0,0,0,0,0,102,3.5
CaETzvd1cA5mYaCReGAHjA,0,1,0,0,2,0,0,0,2.0,0,0,0,0,129,5.0
ORqZyyZafJyZcgTGNrJ_oA,1,1,1,0,2,0,0,1,2.0,1,1,1,1,597,4.0
hRK876bEBdPYAJKbg6pCEw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,279,4.0
xfzDtGxx6B4a27RAyah69w,0,1,0,0,2,0,0,0,2.0,0,0,0,0,149,3.5
WiEXcZkO0dYfEjesN9SRsQ,1,1,1,1,2,0,0,1,2.0,0,1,1,0,118,3.0
kwacNh9UDn_sIf0-wBatgA,1,1,1,0,3,0,1,1,2.0,1,1,1,1,231,4.0
dSEcQPPUlATxZf5pvN_t5Q,1,0,1,0,2,0,0,0,3.0,0,0,0,1,120,4.5
_tdW1CRiHJKJf-nWn7j0eA,0,1,1,0,2,1,1,1,1.0,0,0,1,1,237,4.5
0SCHQdFVdfnF8AN_xjsozA,0,1,1,0,2,0,0,1,2.0,1,1,1,0,140,4.0
fdkJsDiy27e4Ragp27MMhg,0,1,1,0,2,0,0,0,2.0,0,0,0,1,114,4.0
f-7sTbx8u7c9t1-r_Fdoow,1,1,1,0,3,0,0,1,2.0,1,1,1,1,303,4.0
-LzUYsR54hd8cCiYXTquRA,1,1,1,0,2,0,0,1,1.0,0,0,1,1,184,3.5
HhopVWTjghrRU2sWGBv-Rg,0,1,1,1,2,1,1,1,2.0,0,0,1,1,166,4.0
1Vbt1GsmtQm2dkC4A2L_-g,0,1,0,0,2,0,0,0,2.0,0,0,0,1,103,4.0
OaksCsORs2tUGxSJWhydJg,0,1,0,0,2,0,0,0,3.0,0,0,0,0,291,2.5
DyOzNIeXUksPNLXYHnB-oQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,175,5.0
N0CoaG3cBrTGm2ecLYSzqA,0,1,1,0,3,0,0,1,1.0,0,0,1,0,103,3.5
miySsDV_1YKS3EqqGwblQQ,1,1,0,0,2,1,0,0,1.0,0,0,1,1,107,4.0
Xg7Gt8vlSPxSypDQQSVsAA,1,1,0,0,2,0,0,0,2.0,0,0,0,1,104,4.5
BjH8Xepc10i6OhCDQdX6og,1,1,1,1,2,0,0,1,2.0,0,1,1,1,340,3.5
t6FCO31z5uYrCM26jCaIaA,0,1,0,0,2,0,0,0,3.0,0,0,0,0,162,2.5
Bkkwt8E9MHvgCHn4lUFtow,0,0,1,0,2,0,0,0,2.0,0,0,0,0,232,3.0
Xv4PTiQ_scrhC4oc5kf6aA,1,0,1,0,3,0,0,0,1.0,0,0,1,1,320,4.5
bOvX5rHfdgKsjzOUIKOC6A,0,0,0,0,2,0,0,0,2.0,0,0,0,0,116,4.5
7CzA5GqrELLJyRoaJQhlGA,1,1,0,1,2,0,0,1,2.0,1,1,1,1,421,4.0
9U4Tqt5SkZKQ6eeH6IPSxQ,1,1,1,0,2,1,0,0,2.0,0,0,1,0,142,4.5
mu9SOad1xQHC0te41ec0MQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,165,3.5
nu-DHeDtxnOW5vYj93dGPQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,108,4.0
O40nlfiMpWAKgMx7bH9h6Q,0,1,0,0,2,0,0,0,2.0,0,0,0,0,1008,2.5
DwV9lb-2ErTMER4BQWG0xw,0,1,0,1,2,1,0,1,2.0,0,1,1,1,178,4.5
lZZLmG1ANLq2Yb3KuVA4NA,1,1,1,0,2,0,0,0,2.0,0,0,0,1,117,4.5
w3RH9W99ZIKvw0Qgibdn4w,1,1,1,0,3,1,1,1,1.0,0,0,1,1,148,4.0
lUG4i-s3zNFY1f6bEnTfqg,0,0,0,0,2,0,0,0,2.0,0,0,0,0,194,5.0
bqkHFFxx21WaRPDBq1uLZQ,1,1,1,1,2,0,0,1,2.0,0,1,1,1,232,4.0
YstdDnNa6h_ms3Ys7Pz4uQ,1,1,1,0,2,0,0,1,2.0,1,1,1,0,143,4.0
-4TMQnQJW1yd6NqGRDvAeA,1,1,1,0,2,1,0,1,1.0,0,0,1,0,104,4.5
KVaR0vF-7q36VvdU7-9clg,1,1,0,0,2,1,0,1,2.0,1,1,0,1,152,4.0
RoaqURAVEs5D1-vd5t8wcA,1,1,1,0,2,0,0,1,2.0,0,0,1,0,478,4.5
cNkm08qu--yjIY_NPxrS2g,1,1,0,0,2,1,0,1,2.0,1,1,1,1,104,4.0
k3zrItO4l9hwfLRwHBDc9w,1,1,1,1,2,1,0,1,2.0,0,1,1,0,149,4.5
aH1037xO6IHSCD0MWBc9sQ,1,1,1,1,2,0,1,1,2.0,0,0,1,0,143,3.0
MQsccAhTxdd2Y5JBKjrT9w,0,1,1,1,2,0,0,0,2.0,0,0,1,0,106,3.0
Z-graJvcYCSOGWRs3bDzLQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,287,3.5
Ho90V3P89bUtKpr93y-15g,1,1,1,1,2,1,0,1,2.0,1,1,1,1,151,4.0
a8cpW0oQhnJxvBN2IT-znQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,357,4.5
u8-WDsLXAl0dXQW_wqWrDg,1,1,0,0,2,1,0,0,4.0,1,1,0,0,106,4.0
6Qn4YU7DKtp2S9IL9Rr0-A,1,1,0,0,2,1,0,0,1.0,0,0,1,1,264,4.5
C5azlhXSTOlqVAM3nl95nw,1,1,1,1,2,0,1,1,2.0,1,1,1,1,957,4.0
7QSFLU0AGAUqwnQWg3qHqQ,1,1,0,0,2,1,0,1,2.0,1,1,1,1,339,3.5
Tefx_N6A6nrsdj4jHHnbYg,1,1,1,1,2,0,0,1,1.0,0,1,1,1,281,3.5
gO_z_5FQVHLCiJjOsfE1fg,1,1,0,0,2,0,0,0,2.0,0,0,0,1,122,4.5
9tKSEjLCJowSkxze0NiFig,0,0,1,0,3,0,0,0,1.0,0,0,1,0,115,4.0
da62X2tpj9tF0olWTigjBg,1,1,0,0,0,1,0,1,2.0,1,1,1,1,1306,4.0
Bv6-MOsh4jaL1bHOZpkKlg,1,1,1,0,2,0,0,0,2.0,0,0,0,0,228,4.0
E83nSU_y9zedOzQnkTjV1g,1,1,0,0,2,0,0,0,2.0,0,0,0,1,115,3.5
NlGDKsTOLKyHJ0mgS_gWJQ,1,1,0,1,2,1,0,1,2.0,0,1,1,1,601,3.5
ZkUWOdBA4T7pdUhT0dkRzQ,1,0,1,0,2,0,0,1,2.0,1,1,1,1,460,3.0
SEH79jbg5Q8cCozCnhqMHA,1,1,1,1,2,0,0,1,2.0,0,1,1,0,101,4.0
hqvqLihniz0ynit9c36JHg,1,1,1,0,2,1,0,1,1.0,0,0,1,1,103,4.5
hiceY83htPGn513-IcYWVA,1,1,0,0,2,0,0,0,1.0,0,0,1,1,135,2.5
jOseCpGmgbQWEfX2Wn_TGQ,1,1,1,0,2,0,0,1,2.0,0,1,1,1,974,4.5
yT-ASP05C0yQ0hJBaYCYcg,1,1,0,1,2,0,0,1,2.0,0,1,0,0,303,3.5
Dxaz8OxaadecnWol18kAtw,1,1,1,0,3,0,0,1,1.0,0,0,1,1,150,4.0
c7ZTyqSG4v4ZVwK3vuDklQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,501,3.5
pldfvm-zM2VU5m9a-j9cMQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,292,4.5
lveadz48Q0_ke_p80D2rhg,0,1,0,1,2,0,0,1,4.0,1,1,1,1,113,4.0
Kykw3ho8wHtLV6gr9qbWTg,1,1,0,0,2,0,0,0,2.0,0,0,1,1,142,4.0
gnkyosoOepBUqog7iDdggQ,1,1,1,1,3,0,0,1,1.0,0,0,1,1,138,4.5
dSJ5geXtpCiRmL0FWSYoIQ,1,1,1,1,2,1,1,1,2.0,1,1,1,1,173,2.5
-XrG8PgkJ4XehqWOnV1-TA,1,1,1,0,2,0,0,1,2.0,0,1,1,0,197,3.5
OPpsbVPoNrVytPh5lbmoXw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,433,3.5
3BGzRYh6GQbZz3LGAGb-sQ,1,1,1,0,2,1,0,1,2.0,0,0,1,1,216,4.0
7xn6RDKmCanq2C8Fn-FNgg,0,1,1,0,2,1,1,1,2.0,0,0,1,1,337,4.5
sR9hPrIaG-J-GLcl4yaiLw,1,1,1,0,2,0,0,1,1.0,0,0,1,0,281,4.0
Csa0t9l6CvM2oeZLgFC6Iw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,184,3.0
JuNt6TkuBrMqsljkenCOdw,1,1,0,1,2,1,0,1,2.0,1,1,1,1,116,4.0
dH5LDzfqGulpIDrLjQgKtA,1,1,1,1,2,1,1,1,1.0,0,1,1,1,111,3.5
MMs2BKvQau-kSl-kmNRcAw,1,1,0,1,2,0,0,1,2.0,0,1,1,1,227,3.0
B7G_2Hx8Rx8l6oQ6K3n5Uw,1,1,1,1,2,0,0,1,2.0,0,0,1,0,155,4.5
pDewiJY6KCcZgLxxgxg13Q,1,1,0,0,2,0,0,0,2.0,0,0,0,0,141,3.5
kp-FRmyPxjsAoEK1-21rSQ,0,1,1,1,2,0,0,1,1.0,0,1,1,0,133,4.0
0bWLkWeIcT-EnrE7SiGEBA,0,1,1,0,2,0,0,1,2.0,0,1,0,1,748,2.5
zuVvDYJkKAbXQTTBauAqJQ,0,1,0,1,2,1,0,1,4.0,1,1,1,1,464,4.0
m3zRh5muWW8SuqHDi857tA,0,1,1,0,2,0,0,0,2.0,0,0,1,1,389,3.5
Nrl-so9qAZNUDqV3hQg2FA,0,1,1,0,2,0,0,1,2.0,0,1,1,1,249,2.5
3f0-EXRF0oy6NDsFh9TJKA,0,1,1,1,2,0,0,1,2.0,1,1,1,1,637,3.5
puJy3AfEZLNbRmr7WWHOLg,1,0,0,0,2,0,0,0,1.0,0,0,1,0,201,3.5
sMzNLdhJZGzYirIWt-fMAg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,106,5.0
6LtbAtQKXWFj7QcqBnr6SA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,128,3.5
H3Gastz2T6iiSRGmlbtoXQ,1,1,1,0,2,0,1,1,2.0,1,1,1,1,124,4.5
E67gGK8yOn9kkNzx8FzQKA,0,0,0,0,2,0,0,0,2.0,0,0,0,0,105,4.0
IQLnLQYcTwCjwt_ri9dqhA,1,1,0,0,1,0,0,1,3.0,1,1,1,0,155,4.0
9dqdzRzjSfbnMvjUGqWBAw,0,1,0,1,2,0,0,0,2.0,0,1,1,1,163,3.5
dUOueknc1hk6m78AaiIwuQ,1,1,1,1,3,0,0,1,1.0,0,0,1,1,108,4.0
RNO7SRmfVi0CyXjtPhXELg,1,1,1,1,2,1,0,1,2.0,0,1,1,1,221,4.0
1_SbdpAt9n8C1p8UOE9KQw,0,1,1,0,2,0,0,0,2.0,1,1,1,1,118,3.5
kRgAf6j2y1eR0wOFdzFAuw,0,1,0,0,2,0,0,1,2.0,1,1,1,1,112,3.5
41H6zhehn6vY_b0f2JPuwA,1,1,1,1,1,0,0,1,2.0,0,1,1,1,116,3.0
moZpwq1hNxC-uJRpfupOTA,1,1,1,1,2,1,0,1,2.0,1,1,1,1,449,3.5
ZrS5rhJ4OvXQG_38wPEWlA,1,1,1,1,1,1,0,1,2.0,1,1,1,1,132,3.0
r3Xx9Qk3xAMzYGIGFBcKpQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,646,4.5
oBX1gy7oj6w6W3VocRQaGw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,412,4.0
3awTUGMdUVrwEBkFFOxn9Q,1,1,1,0,2,0,1,1,2.0,1,1,1,1,362,4.0
vw81ARj4ihGzcmanHw6dUg,1,1,1,0,3,0,1,1,2.0,1,1,1,1,384,4.5
FyKefsWq62xeXpje0Flcig,0,1,1,1,2,0,0,1,2.0,1,1,1,1,224,2.5
yet0Pww_ouW49T7V41ecSw,1,1,0,1,2,1,0,1,2.0,1,1,0,0,135,4.0
kO1-ZswCgQak2beKUMaYRw,1,1,1,1,2,1,0,1,2.0,0,0,1,1,411,4.0
LcYrqMhUO_TITSXFk_SjJA,1,1,1,1,2,0,0,1,2.0,0,1,1,1,114,3.0
wNRRF-OaXo_U2qZFHaM1rA,1,1,1,0,2,0,0,1,2.0,0,1,1,1,116,3.5
N6MzDoao6s68nAIW8vS9dQ,1,0,1,0,3,0,0,0,1.0,0,0,1,1,175,4.0
_eJ2ETotJBzZBQS15fD-8A,1,1,1,1,2,0,1,1,1.0,0,1,1,1,277,4.5
y6QP5IrOJ7_FsB51jN2_Jg,1,1,1,0,2,0,1,1,2.0,1,1,1,0,102,4.0
qA0SlNp1fVtMuB51okYhIw,1,1,1,1,2,0,0,1,2.0,1,1,1,1,606,3.5
B5E_Qp3R1q0oRlzbYaWIkQ,1,1,1,0,2,1,0,1,1.0,0,0,1,0,305,3.5
PxTKXsdYqoFHWAG2amz0XQ,0,1,1,1,3,1,0,1,1.0,0,0,1,1,149,4.0
R0ukZ5FgY_2Pn96Go5mftA,0,1,0,0,2,0,0,1,3.0,1,1,0,1,142,4.0
rmRqq0CEqEeoVu3DVnibjw,1,1,1,0,2,0,0,0,2.0,0,0,0,1,142,4.5
Kz7q1Q_dfghuRM2S9IOvog,1,1,1,0,2,0,1,1,1.0,0,1,1,1,139,3.5
kZ36LGvnwetEq-seqwhkkw,1,1,1,0,2,0,1,1,2.0,1,1,1,0,197,3.0
r3f1UPDkKqWfRDFQQRgiaA,1,1,0,1,2,0,0,1,2.0,1,1,1,0,533,4.5
dXt7PAtGhxdgu7ff8iOZWA,1,1,0,0,2,0,0,1,2.0,1,0,0,1,122,4.0
EhuKnhTKJTm_EZ_QGe7PvQ,1,1,0,1,2,1,0,1,3.0,1,1,1,1,107,3.5
0MCXyrNQGaqdYBcAwh3anQ,1,1,1,1,2,0,0,1,1.0,0,0,1,1,142,4.0
9JyyXlFBHCdoP6TRQ3cqbA,1,1,1,0,2,0,0,1,2.0,0,0,1,1,106,4.5
fjTLDsIjr5uNQUjdJosEfg,1,1,1,0,2,0,0,1,2.0,1,1,1,0,321,3.0
16Fplxu-OwVmTEFxQAUP4g,1,0,1,0,2,0,0,0,2.0,0,0,0,1,123,5.0
FpLv8vFi-83wqvQqWtKKJw,1,1,1,0,2,0,0,1,2.0,1,1,1,1,126,3.5
EdIFp1tdPi1267hm3da6Nw,1,1,1,0,2,0,0,1,1.0,1,1,1,1,461,3.5
S599hCA4kJJO3_b6SRFKoA,1,1,1,0,2,0,0,1,2.0,1,1,1,0,115,4.0
P-AKuEib7cHKFAtKkK2auw,1,1,1,0,2,0,0,1,2.0,0,1,1,1,148,4.0
ZilzayEdyk70SoI-wruJbg,1,1,0,0,2,1,1,0,1.0,0,0,1,1,396,4.5
AsCdjxtQKvn-s1OyyG-joQ,1,1,1,1,2,1,0,1,2.0,0,1,1,1,638,4.5
17DImn_vPnuwU9hhRFXlUA,1,0,0,1,1,0,0,1,1.0,0,0,1,1,297,3.5
1pZk5sw5m8kPTMdvIp6UVA,1,1,0,0,2,0,0,0,2.0,0,0,0,1,267,4.0
Acj-1cdbSm7vif-W_K5EUw,1,1,0,1,1,1,0,1,2.0,0,1,1,1,129,3.5
4ps8h03Ma6pWNgF1bs5-gQ,1,1,1,0,2,1,0,1,1.0,0,0,1,1,290,3.5
cTbFJzHQzFSX-z3JF4abKQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,151,4.0
jN00dj1opLMyFczkCTptqQ,1,1,1,1,2,1,0,1,2.0,1,1,1,1,881,3.5
xjlMlnxWqMd3FGODA_z1NA,1,1,1,0,2,1,0,1,2.0,0,1,1,1,116,3.5
mRKmp_d7y_QaY_KBmJCTNA,1,1,0,1,2,1,0,1,2.0,1,0,1,1,393,3.5
hEsLl030Ncw10VKCD6g-dg,1,1,1,0,2,0,0,1,2.0,1,1,1,1,1002,4.0
SwAZBCyFtVo_8vkRbJhdkA,0,1,1,1,2,1,0,1,2.0,1,1,1,1,177,3.0
7xmuQuhpzBlkkSbWePFeVQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,137,5.0
ayOJSIl-P16HZAQBcQfUyQ,1,1,0,0,2,0,0,0,2.0,0,0,0,1,129,5.0
GqjC12LAufljzZmMcPSPJw,0,0,0,0,2,0,0,0,2.0,0,0,0,0,226,4.0
1jpYP-JNOEYCMIzP4OlGuQ,0,0,0,0,2,0,0,0,2.0,0,0,0,0,201,2.0
77W1bMIEvBOFvE8Hx3k3pA,1,1,0,0,2,0,0,0,3.0,0,0,0,1,106,3.5
vHz2RLtfUMVRPFmd7VBEHA,1,1,1,1,2,1,1,1,1.0,0,0,1,1,174,4.5
TpCgMv0KrPIP_leKzFn1Fw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,273,4.0
oezMXnkdUQMuMH7RuKaiyw,1,0,1,0,2,0,0,1,1.0,0,1,1,1,224,3.5
RAh9WCQAuocM7hYM5_6tnw,1,1,1,1,2,1,1,1,1.0,0,0,1,1,207,4.5
a9k9MQrr5KFyMD7_Lnwrhw,1,1,1,1,3,0,0,1,1.0,0,1,1,0,180,4.5
_OHKWBpmnQPTL3LouExL7g,0,1,0,0,2,0,0,0,2.0,0,0,0,0,103,4.5
ZO3ihx5FOObI_uCgin4x8w,0,0,1,0,2,0,0,1,2.0,1,1,1,0,106,4.0
ZAAnaehPgtWPESHu7H9J-w,1,1,1,1,2,1,0,1,2.0,1,1,1,0,415,3.5
qGC_GE-1fnjVvfzpu_Lbkw,1,1,1,1,2,1,0,1,1.0,0,1,1,1,108,3.5
b7Y4dIggAacPum1tF3NpKg,1,1,0,0,2,1,0,1,3.0,1,1,0,1,121,4.0
faPVqws-x-5k2CQKDNtHxw,0,1,1,0,2,1,1,1,1.0,0,0,1,1,152,4.5
HIvLwkEYuGRtI17H2x7RuQ,1,1,0,0,2,0,0,0,2.0,0,0,1,0,286,4.5
kT9SuRVTapbDgFGMcg1Rqg,0,1,0,0,2,0,0,0,3.0,0,0,0,0,263,4.0
A6bnXx1see4yZSaVVCVDyw,0,1,0,0,2,0,0,0,2.0,0,0,0,0,130,2.5
wUPoQpzy_LKWMO_pgBgkBg,0,1,0,0,2,0,0,0,2.0,0,0,0,0,737,1.5
qAN2Rqhj7I84qN6iDIoP6g,0,1,1,0,3,0,1,1,2.0,1,1,1,0,109,4.5
N-pI4Ug_3NZy7_8cf70LlQ,1,1,1,0,2,0,0,1,1.0,0,1,1,0,104,3.5
51C-rgGpNRX9slmLkSl_3Q,1,1,0,0,2,1,1,1,2.0,1,1,1,0,262,3.5
A7-RwaxEEonk7vvhHrJr_g,0,1,0,1,2,0,0,1,4.0,1,1,0,1,3244,4.0
0xdpv5CPpbUUch7JKBG98Q,0,1,0,0,3,0,0,1,4.0,1,1,0,1,254,3.5
gJd1jOcl5FdqY020Q19n6Q,0,1,1,1,2,1,0,1,1.0,1,0,1,1,116,4.5
Zdg1CnOe2zVDf5Egzf9RXw,0,1,0,0,2,0,0,1,2.0,0,1,1,0,140,3.5
QteBKpZTRa2dJ3u7MLiXww,0,1,1,1,2,0,0,1,2.0,0,1,0,0,1217,4.5
u--jf3lS_04kmQNO4liAsQ,0,1,0,0,2,0,0,0,2.0,0,0,0,0,103,2.0
7l8IkCAwZ3e2jPY2faZSgQ,1,1,1,0,2,0,0,1,2.0,1,1,1,1,133,3.5
M-bM5y8qdE-Z3mfZept1EA,1,1,1,1,2,1,0,1,2.0,0,1,1,0,164,4.0
JLMglPhN8aOIKZNBzSBlTg,1,1,1,1,1,1,0,1,2.0,1,1,1,1,294,3.0
pAYk9X0zxTcTozpIjfaRcw,1,1,1,0,3,0,1,1,1.0,0,0,1,1,148,4.0
SFyQhFEbmRMCJO_Sc_pyXA,1,1,1,0,2,0,0,0,2.0,0,0,0,0,174,4.5
pZ1quwXnYozLIZIVABojhw,0,1,1,0,2,0,0,1,2.0,1,1,1,0,232,4.5
7S_L-3ggy4YpFr50Q08fcQ,1,1,0,0,2,0,0,0,1.0,0,0,0,1,139,4.5
9nHpqlu7be1466wdo_t5kQ,1,1,0,0,2,0,0,0,1.0,0,0,0,1,100,5.0
2XkVexeY_8zyc9nriSElQg,1,1,1,0,2,0,0,1,2.0,1,1,1,1,148,3.5
lXpYSMyEujoky4djEJlBSg,1,1,1,1,2,0,0,1,2.0,0,1,1,1,544,4.0
IY8vqMRhDrQLGh_9XV7KPQ,1,1,1,0,2,1,0,1,2.0,1,1,1,1,257,4.5
jqp--3Unhkr0a5_ofPWLEw,1,1,1,0,3,0,0,1,2.0,1,1,1,1,193,4.0
kIW8IeTV3W1tS_q_WAU4wQ,1,1,0,0,2,0,0,0,1.0,0,0,1,1,132,4.5
2YBO1LEKIgyle0uX50u15Q,1,1,1,1,2,0,0,1,2.0,0,1,1,1,263,4.0
qb-XyoTeyCXv3Z8hricyAA,1,1,1,1,2,1,0,1,2.0,0,0,1,1,170,3.5
-OEIW0dO96-492qa_luxaw,1,1,1,1,2,1,0,1,2.0,0,1,1,1,338,3.5
IlsxDj7OhvFKge4lcZkX8g,1,1,0,0,2,0,0,0,1.0,0,0,0,1,148,5.0
tIOjJWfu4Dqz-FIzXHRvCg,1,1,1,1,1,1,0,1,2.0,1,1,1,1,115,4.0
8Qs6f026h6sU6MAzL7JJjg,1,1,1,1,2,0,0,1,1.0,0,1,1,1,203,4.0
4c-O3t8I-JxfUGJDUwvj6Q,0,1,0,0,2,0,0,0,2.0,0,0,0,1,138,4.0
NA7XJzFo9SfN-8KhTFv1bQ,0,0,1,0,2,0,0,0,2.0,0,0,0,0,141,3.5
GAyHbuUTtKAdpHiFGJuezQ,1,1,1,0,2,0,0,1,1.0,0,1,1,0,343,3.5
wkZ6P5fDw0G_iFRU-hzBhQ,1,1,1,1,1,1,1,1,2.0,1,1,1,0,105,2.5
ZICX0zom1rky89kdOQ-U_g,1,1,1,1,2,1,0,1,1.0,1,1,1,0,157,4.0
RiGtSzVzc42CKjyZkDxZRA,1,1,1,0,2,1,0,0,1.0,0,0,1,1,459,4.5
n0NH0FW8NU3zfeJY3QluMQ,1,1,1,0,2,1,0,1,2.0,0,0,1,1,278,4.5
TIWuQaqown-dCb9FojdN5g,1,1,0,0,2,0,0,0,2.0,0,0,1,0,116,4.0
82YGtjc5KKikNiqBZ33qzw,0,1,0,0,2,0,0,1,3.0,1,1,1,0,131,4.5
