user_id,user_avg_stars,user_review_count,user_useful
LJMhjowVqx1ckrBaIFXzzQ,3.67,18,1
Zv61UWsgN16544u-XfAUSA,4.53,19,1
GcehfWw15mMaOzvqOdEHuA,4.5,8,0
02GHQrE1PN_a91zzADSGew,5.0,3,2
pheUKBJEsKeup4YNCJ8Qrw,3.85,13,1
bPUpO-bP6BmAGvSwPyDsng,4.29,30,769
ZA3QVsODRi8uRMLelJFyTA,5.0,2,0
zVtthZ6XMwV0oCGo2-9jKA,5.0,1,0
NgSPZn_kMEnzwX8YtNrHKA,4.5,4,13
f0Da0KBpCCEGa4yaZkdH5g,4.54,35,5
4AMnK3_MSz8drWt76JjK5A,3.94,16,3
NTDfPBcNP6El8679kmd9sA,3.67,14,7
tPZV4WSq1eUCB0XBKDdpjg,4.67,18,3
WYjet4cT9yt3CbRG2KN-gg,4.69,12,1
8PXEGQVRJvvKrdu63ca0Xg,4.43,14,1
SAY_ehqMcjYaY9ZHkjk0kA,5.0,1,0
X8vNCIzC7KVbqjUojyJhNw,3.4,5,0
aclPS9Jy5-IgNc-v1yFFpA,2.0,8,0
_sKXTjPzteaIzfsfKGtkFg,3.0,8,2
esR4sbofRLUSIaXbRZEiqA,3.59,146,265
Q_5X6fW5FIpWWRcxn0kgHw,3.82,86,50
dfd69SsFaJp_fQx6rD-WRg,3.5,33,91
sgxCorwafaP65rZ0y5miDQ,1.0,1,0
r7xvhv9rDF0wvi2mLoHFTw,3.44,34,4
BGvubudMAr6GXYHuXrRrAA,3.75,6,0
_myOR9WIX9seCWBDpKKENA,3.31,633,121
Wb2_d0ru5WhNTh0ZxvkCbg,3.75,76,192
mV17--VYvDy0eWW0gF0TGw,3.56,51,30
bHtV1i4pAovgeNUxoWor7Q,4.13,58,82
GHqbKnlXGLRuRx1NHOkD6g,4.53,16,0
_aT2DG0rWdwRH9qp5lKT2w,2.9,18,0
4zcsSu0Qwd_dIJ3Y0ZDfqg,4.44,8,1
Dy4eYj2lcO2Y17lMP2MtsA,3.0,1,0
llkW73OPpbJsOVOmwJU5og,4.15,11,0
3Vl7S2ROZ3ynGc5rzoJwTQ,2.0,5,15
szCbgACBJfv97BAIduw00w,3.0,3,0
53PjYuZ4KJgiYNUnrG75hQ,3.77,112,185
3fkQcpXGncAaeAY8o8-96w,4.25,152,5120
s7R8XrRuqO-cS8ghPZ9f9g,3.27,15,1
_ZgaUHBA8lfAIGkaVSSAtg,3.5,5,1
UUa4tSTKz90v71BWZF6rnQ,3.5,2,1
QPFkg1cJ7VL4q-D1TFr48Q,5.0,8,1
ocDHHkToygyx5WwvjewTjw,3.88,161,158
3-xFPLs7nz7YF_PGYrZ-2g,2.5,8,0
4dv8Hbi682F8FDAzgY2-ZQ,5.0,1,0
NbW_H3tI46N7oXGgBsKmpg,2.73,21,3
QOiZu9pn65H7zR49_DdVdQ,3.6,8,0
ELf8t5rzJdnHaqFUZMhdAA,3.81,42,0
8ZlLy5Uh1QeYuIjNOTPVtA,4.78,9,0
KSUq862vjGAPj-bwkIiepQ,4.25,12,0
gbBIRG-s9wOw_tQojvEkSQ,3.33,211,36
zbKOvsEoXjKDco78rr_ffA,1.0,1,0
QetXyvYrHkrqXgmENh6LKg,3.92,48,21
Sp9uyEUxle38OdfcrYcojQ,5.0,7,0
Nshc0l4O6yvW3Dt3Nai9Lw,5.0,1,0
d4XEox4HV2ugowUQMhbi6g,3.67,69,5
uJJYpujjD0VVP0enaPM3VA,3.53,57,42
RM7Spl6bORgnOwLO8SiaJg,5.0,1,0
B-G_Zm_GtbPRUDxQhzhDtQ,4.55,76,2
l2vGsR2gtzelcAswfBGmxw,3.86,7,0
I84appFKTuhy4LAP3B_AvQ,1.0,1,0
Pn--in361EgOBUEeirDzxA,4.0,1,0
ZNLavo89ciDOrEPuaBbXbg,3.56,60,6
sa-8NzGYnEAtwjt18yGmjA,4.73,66,13
CGAPLEyLqhHI30mnZb5BVQ,3.5,8,0
c_90Hw0bbS3EXToASugk8A,3.63,596,560
JrzFRsgS_WA4qB8tUuRg4g,5.0,2,0
4-04S6y2nUX0koHdG3Xjgg,5.0,2,0
t9hzvIB75GmQCdws9Xb-BQ,2.67,8,1
kwFIMusbd9QHS8k90Vqcww,4.2,10,2
LS90xTam0b_QtUQfDd_SaA,5.0,1,0
hv74UP4BhCutdm6t6wBTtQ,4.44,42,2
eA68S3F1M1MUJAxT7YgYzA,4.04,877,125
lXhDtPM-jYQsYBKOdPsw_w,4.85,24,5
jDEve-rfw54iiEhUkK8dFg,2.73,56,180
tVmV9G3ThSx5O1Oh1qCJrA,3.64,14,0
Q4zlG2T9j_PO3pB0_mYFSQ,2.26,46,22
YXysgznOCwiJSUz6Y0FpbA,5.0,1,0
c8iItABYRdo_3tje1VakEg,5.0,12,0
bSctwPnKh8BD2-c7QDZHyw,5.0,11,3
-1S2C3gIBIVQrpw_Mw-ksw,3.33,2,1
0sGtvPYsv0T4nh189OvIXg,4.26,26,60
L47pk1wnS144-GMg1OsbmQ,5.0,3,1
UBHxnUOAiJv_jirW4MSzwQ,3.6,20,4
DX58Ek5VbD68NAJvVytYUw,4.39,40,5
WNcdtcruUc_H1GBR5M_MXQ,3.75,4,0
cmEkf01xuJ82PUl0mqkfTQ,3.94,33,0
2fgnvOCG143mSjeZv5vaXA,5.0,3,3
UAzkXWeXf-Axmoi6BAeSkw,3.54,26,10
LgPyKmFDZ2i1HGHppYinIg,3.83,17,2
Tz-t-v0T4GZD24lI8A7C9Q,5.0,2,0
7kKmVOZhJzhN12Onrh0OLA,3.68,92,3
6wPjTby-4OqYnYdhXrwDjg,4.02,41,4
voKBX0saKLUOyprvaR0KMg,3.51,304,38
h2NbUvxD-au-YiTML92fUg,4.3,10,0
LZqp0nX_kOCSS8tybxA4Hg,3.37,64,21
NVRP3ySrQ_S8CwFrFEJRjg,4.42,12,0
T0aV76ofk_V5KuVlS4ZYYQ,3.67,170,97
xB_iqVEAcHv4ov8tGa0iTw,4.5,2,0
xS_lRWl0akQKG_POARa3Jw,5.0,7,8
U1WgRc5Zwi0KGTG0-z5ayQ,2.33,3,0
sYLlfJGBzwpanAdlpojwFQ,5.0,1,0
JpgxoYr4Cb3PZq6_Agwslw,1.5,2,0
yPCHj0bGp-IwzftnzlMgQg,5.0,3,1
zIl62G84XT2BwSIAjjjvYw,5.0,1,0
2XIrABu2-JQn8rlfS201tQ,3.08,13,10
IZ30N98Ik8mHz79u_9ZpjQ,4.22,43,347
sd8j9m8lr7Cn0uKZOo0wyQ,3.0,5,2
uc3YvOLy5VjqkuDFWeCXRg,3.9,20,49
wNmFXwW0Zl4l8ZPlyvum1Q,3.61,29,13
-5VYyNr_rXhmput_NnFZWg,3.68,18,24
FhMrmugZ56-rTBLLPdce1Q,5.0,3,0
AL5bDTN-US3vWvpX19sUDg,5.0,2,7
U1SRm4fQm9qYGR5aJHHW4w,4.11,9,1
P7X7WE9FD7_tC9jdsPUyTg,4.5,6,0
S6riMesLoY9d_kN3g-O5eA,5.0,6,0
Sn6DV1-Xk7du4dGqnXuEdg,3.66,66,14
ZIyqjxRpwgoeMW3pnM-a5A,2.91,71,7
gcFZRqsx54-NLel2SPMh1A,4.22,255,36
_1lwGaDSzlW8FTOzIoDDKg,4.48,37,2
4y7JEgX5EOHw24E0PKtP9Q,3.2,10,3
bNkwYxdm9gFBQuqdf0Jb6Q,4.0,1,1
JAk9ZsDAzZo5FMfEgqj9ZQ,3.88,955,88
ztMWT5H4pKMfvvWfAkBxow,2.14,7,0
fdVDrjcYJRxnIeqRoGvuFg,4.14,37,0
dvh1GQgcooeyFZHTk_-jCQ,2.5,2,0
WjwASvmHQGoqwgMVnVdNyw,5.0,6,3
DbHp7iga0d9xt2l1_x9yAw,1.0,1,0
6gWsxfR2gOOd4JAGK95EZw,5.0,1,0
noFVvuCHyROTY66KTkA6bA,4.17,6,4
EE1rRw-PG0J9kSNcrx50_A,3.38,13,1
nPWlsB-ZOGR39Klr-WcSCg,4.82,11,0
DliocEk4aBwog4RYBQH_Zw,2.45,11,21
GUA5I3gqtlw5S9MZ_z9SRA,3.33,15,8
prbyKvECRguLJA47r63qIg,3.04,373,33
V_fAi3s5pHoecneF_s199Q,4.11,235,2069
5lpD2gEo99DndU8thkxiLg,4.2,29,47
qQAZCr9Qyfm7Hq8KWS_kiw,4.27,15,1
C7uAS9Yw6wPWLV_h1yEZTg,4.0,1,0
259RZPNFA6iOyOvLNaGflA,2.5,8,0
zRGSjTqBCUehT-e36xrG0g,5.0,1,0
nebLdOk-j6PYStoeuKC51A,1.0,2,1
thLfx6wTmWr-FJoErlwMnA,2.0,1,0
byrkMG-qAOIUio_YMHzZgw,4.89,9,0
hT75ChFaCy0k6seW5mcTMw,3.43,130,89
qcdXQh8X7463x6_kX5IT-g,3.2,5,3
g_cpzvSOFcJkDj4liJUyVw,4.56,9,4
SSOc2vGwAiF9B7ZLEfCpJw,5.0,4,0
s_k5gr_rcOuzjBjG49QDOQ,5.0,1,0
UeCzt09vphtxnya748kbhg,4.55,11,0
s9ZL92BZXJ7FDtCpu33uvg,3.13,8,1
iCC97ajMiKLPpFBpG0QwSA,3.0,14,4
AM3NGe9wtZDiwUyB31DZ2g,5.0,1,0
PArMShlACO5h--BpC4iPMA,3.74,592,191
yZZJYrHA28Nm_0B9tedwkw,4.33,6,7
Vx_JbcqF773BIShr_Ux2Hw,3.73,6,0
7SzqtDfzB25KjzQyWK-o_w,3.81,152,68
YEh-eqDDP-5kP-jyG4XSrw,4.33,6,0
8Qy5VfsYGTjQlA_ozPZkMg,3.56,38,7
iL3wU2M1E5eLsLmrembR9w,5.0,4,3
IrrhCbPfqaqULmseqmU1Iw,4.02,104,7
z4ErwAkqJTGXtj8LzHpySQ,4.29,36,13
T8aZRcH52zFGRMulKuRWLw,4.56,106,98
eQjLPd1m9mbeb-FYCQraDw,4.35,64,3
y5HfM1t4bRG-vRlpcFtPwg,5.0,5,0
BkBKxF-Z1H1HIdj2vRutUg,4.17,92,19
bj4kU7aPmcTZmj9SOKYk5Q,4.09,112,5
wf4b072acylnVKNyHRgXIw,5.0,3,0
eH-JeWkPE7ZiKudt7zvoCw,4.12,465,672
WdLFgKm-gZWcje2EjYcpNw,5.0,2,0
oRsCJJgfS9X3_twcTWe_Ow,4.25,4,0
5fYJqu0oA1HVZmm3VoeDmQ,3.54,25,9
hCFPReYn2qOw0c_C7f9ELw,3.4,5,0
txCmJLg2anaZI2A0J_hXfQ,2.63,215,64
AyUDn70EmqSofk4c_zMV7g,2.27,8,3
CJiQqWhowPglIoHkRxxcOA,4.37,26,3
k2j0e_xhEubQN89Zo3VMig,4.33,6,0
A1h1u6wT4AKiT9aXv216Aw,2.8,86,63
MHe15g1y288_tNEIFjrQsQ,1.0,1,2
0hYCxiUNzIpI11U8iyVOeQ,3.85,87,0
-OVIupuWREGT_tNEnTsLYQ,3.65,55,10
kMHnvPpYpdtteGMEZjIlBw,4.15,12,1
QT_TloCpJ9nYP4O5M6bnDQ,2.0,1,0
h3lx79ykzFDftilrPoRxpw,3.39,249,72
PYirJXZb5RigzGjNr0L3hQ,5.0,2,0
DyucDSucMyOq3HNXOYN9Nw,3.88,187,50
MaGQz8gWO3uZIoOQNJOOxA,4.0,6,2
0BxnkHJDnio3eNnPwR35ZA,5.0,1,1
zx5rdBK9NFZrAglIXF1LiQ,3.93,14,6
BgbkFu8rZ9pJXmZY2mhQaQ,4.3,10,0
IIV_1LBeLo-zzzzajQeOKA,3.58,38,38
DGbneGiPx17ta2F5CGg9_Q,3.95,18,0
clesMf6y-itPiiwq7e3Kqw,1.0,1,6
byiNUIX6Cgf7aT0trBMZSw,4.0,7,0
n_-6OcvpCuET5pOCoSYmmQ,4.64,14,5
zEy1eRS3cNN9xPdwtgKUbQ,4.32,37,0
EDN7oEHaZMZsXJs2c7TzcQ,3.3,171,3
lEsXvI4-BdbGResP1gi9bg,3.67,6,0
0Pmc1Lv_hTnhtwCikq7edw,4.0,4,0
QnghPUynAAs7X28bN-f08w,3.58,33,1
tkiTshFlXNv7wHUiJMDRxg,4.13,31,0
lJNCeb7tl-0Q9j7DRHm7PQ,3.44,113,10
N1ooMcFKL154BFXo8eY-Uw,5.0,2,0
pUFoptbSLqoYO3PTY6PbpA,4.14,55,13
uEGXJn0Vm0poZJr_NhAD-w,4.57,7,0
62dFhhiocNCXquOy0b0FeA,3.61,98,6
xznpNgvY4x0R2uPjn2mq1Q,5.0,2,0
j1981ubRRPjeRTx9UkMJ5g,3.56,7,8
KbWjRkUxN0sfl3toOTxxmQ,3.87,1224,32560
Nn-hLgYTKNkJQ-G7LSXG3g,4.56,13,4
DWxQTtctl-ZgkyMBnNu7DA,4.06,34,3
f0GKycAfBFPL2M-EN7ASGA,3.28,18,0
UJZ4NLkwGSguSlgc7OOo1w,1.0,1,0
KSMc9Dyw19UudT5-JyaQQQ,4.31,39,20
TzKb7IXLxZoqwCaaPLpIpQ,2.93,40,19
h-Y11hgriKMswsB92Kno1w,3.76,140,9
RC7VS7gApMKh5vxuJYsBPw,4.1,250,1
LM4i3EQCG4bPB9bIBp8QCw,5.0,1,0
bHKTTld9NHDqIdRoT6Tifg,3.67,3,0
Fqpg2Sd8CZkXo5pF3UrBqw,3.5,2,0
KjJU-AOtov1B1Sa8gFeXpA,4.42,31,5
Bw5Mz6kS8joSwnSI9FOpgA,4.55,10,3
4zoqlJfBy-qhYpbt5xBVnA,4.0,6,0
wEgwi2HQ3ORQEs06ZgpnyA,4.13,15,0
W0R2dcP6S1FJedj4b3zIbQ,2.0,6,2
tgJv28UZbGIg0PmYtnAK3w,4.2,5,1
MuJuwhrBHlcWxulXAAKU8g,1.0,1,0
RLRP0Xaob7wJHLKgSjaAwA,3.95,85,4
nwrEvXb3zc7SgEY8jaLFzw,4.55,22,0
qoaeNCzkhdzGxG7U1wRLSw,3.05,204,70
hVidDZUvOiy3xl0v3WKJlg,4.49,37,11
EypGietHefoe18YrZzJ54w,4.74,81,0
j1llUKA6HFP2b9XCHEBPaQ,4.06,32,13
gTmeb2ZpB8xOhdmbfk97bg,3.95,58,44
4p0PQe52lQyHdTEeqCkBGg,2.0,4,14
82FEL72dfYARlMjIPRhb6w,3.4,5,0
0MPPEIziqMntHGYRDL3S4Q,4.08,11,0
WyxL80__Xo1eTK0wyWE6Dg,4.0,185,99
aXTDpR8Hs3b6hFtIlO6bvA,2.67,106,20
cEa7hiILC4DcmG7aMbPb9Q,3.57,7,0
tenwAYvcx-mwxVUzKeldmg,3.6,130,5
QUG1uil9YAENH8ARyInbvg,2.31,11,1
L4XIowL3mVaTUfhhufgUKA,3.95,20,4
ufauqkqDhO9FEh861_pTVw,3.07,15,3
L_pDwLzEvV14S-6hCkifMQ,4.18,77,61
ljBoxxjeaSSGvaoPbM5Ypw,5.0,2,3
teOMm3BUAzHFfpzcBsv5Rg,3.0,3,1
XgYEyBWTbQeKn6ococ-Wpg,3.67,3,0
kGxTKFo177BP15gDf3oLAQ,4.27,88,360
zZoSBcoN5J8FRPf5lKVZww,3.41,29,1
o6Z5qnQocWjxxNtUrVK6Yg,4.0,7,1
5oRFA_K8tcbdPW1QZxJymg,3.35,16,1
GuAo8CyYqa2U5dOlZeQMrQ,3.02,216,375
x4TwK62HyLeO56zGsSN0yw,4.46,56,6
Gd8GBaO63iUWEv3jnVupkA,4.5,50,8
zT6HIzQ13WiW1wWPPASd-Q,1.0,1,0
9ljKrIJ2nxBMLE01BUJhYA,3.93,32,5
fxWM_Rq-Soz7sbaBV_fShw,3.85,10,12
_-yFnMPrRqMqc07SeIBDDg,3.85,33,0
ildX2CfjUgUqyHvyHQu4vA,4.64,8,3
rW6C5wuWBnFjSRoyhGiC7g,3.93,12,1
5qQLFrHamrzOg14_HhhTbQ,5.0,1,0
LqpIXiSSKDu3oSaevfh0nQ,3.4,5,0
AvJx6AJ_xxezOIqN6qj3jQ,3.96,21,0
jTlJ6soce3-WaDpS5JOoew,2.5,4,0
6SNcpIaj7YdgD51v13IjOg,3.82,95,15
o69MnZFZspE87w1IaxP7Qw,1.0,1,0
BlzKK3qINrANOC1KlzYQRA,3.73,61,6
Hwmo4yeLAvq_2SdbLlugqw,4.75,4,0
eIJQRNuhPy4bH8KPgaNg9A,2.88,15,0
_hFbe5vrO7VbxiYjrBb3KQ,4.5,8,5
Of8_Po7znv3eIf_5eKE9NQ,2.85,19,15
jRJ3CT275VHyvdxaliTghw,3.0,2,0
xiYUp7F4wIM2Q58WdUP1IQ,5.0,1,0
k6qJj4rXbT0iuU6RJxBeVQ,3.25,3,0
-Lzv9IqHSm20CrM2jimdEQ,3.67,3,0
bp1q_CViYXvbGfjo-MItAw,3.88,41,51
zpW_0vK7vKuSFkSzuxO6Nw,3.0,2,0
yzBH2-5zbsjcsW0MbnGTcA,3.0,2,0
FDUfBJnsiJ9mHUf4pxooyA,5.0,7,0
7pkhZwFWoahRH23Cck2uWg,3.42,47,21
NiQV-KYKJyiwhI6PzM8NeQ,3.2,199,19
GwOM1kyHnwTU-FgiDhbO1A,5.0,3,0
ZDdIEjm2DArpdmw3L-OfTw,5.0,1,1
V-KIQzvPrGEvk3T1XZe8JA,4.29,7,0
2VaqKry-kpHid_yzLZVFVA,4.05,41,6
b0Kl1mTZL-hnhfonTguwCw,5.0,1,4
nNvaLHwG1JZx8synqj3ahQ,3.4,42,74
UtKSGRJhDlhGbaPKjevgmA,1.0,1,0
uUzJYfUJuLiIi0yQARPYeQ,3.95,866,3916
urW3YcKhD8wMkAkkZ9LXyA,4.2,4,0
lO3Z7IDz2rzqusmgnZi4wQ,1.0,1,0
4RXTUv_CIzIfZs8J2S-YIw,3.22,159,6
QtuzG4-zmGTdB0jSMC54tg,3.07,25,5
1GjNQGFEtiVVknotj2s0sw,5.0,1,0
1oVe2k0G0kT3x3mt9e-gRQ,4.83,18,2
w3izOrjKX12NYJAdexrOsg,3.88,6,0
QfYfv2nmJbDuBoTxm1SASg,4.17,6,0
ItpKfBm5SktoAFadDbcLYA,5.0,1,1
gUfm4WP65sqHJD7b8Dx_Xg,2.67,1,1
qmgJLPRF5R4l4JNPKgqYiA,3.87,23,1
ItI2b8XexEUB5ZCJn_Ui3g,5.0,2,0
hx8XAzRxjM3NDQiptKeX0Q,1.67,4,0
RBNOH8oWO266q24RCsXw5w,3.67,15,3
CImvmiPIgz7rTU34pYEgLQ,3.94,257,10
XsFI8fWc0seyThYzKXweqA,4.13,142,20
YUDUpc5-ItXjT4kZ8AfivQ,1.0,1,0
HvhDpbdPl8luJ6yt_6Ru2Q,4.67,3,0
TpCXIzeuONQRwYq7QKNilw,2.71,17,3
PLW-Np4skwtjpO8ZoeSAyQ,3.0,1,5
f-HUoz8fClcr7MGUD3LOFw,4.29,35,2
_I8Rc0taFYgTcC1bntbd7A,4.75,4,0
T0q_82DPUKw7tFeuBA7nFg,4.23,533,363
nIHgejqGXRNrwoz9vgcqAQ,4.41,43,2
p9XajnzLdEOXDskobsf3FA,3.0,2,0
KIONlZV9U5OxlPzHTslqLw,2.33,6,1
-7daTN8mc24wSagC17LrXg,3.67,1,2
ueu3DJoCUtqeenYZPg8jdw,4.5,22,1
kJ3rxUSp9KF2ZKDxIKc6wg,1.0,1,2
XLtvfwC2wYLV3vsdCTXlSQ,4.11,9,5
vlwIaSmhJoBIhQmLXwurnQ,5.0,1,0
7fWi-UCkl6lsS5PnyIMVVQ,5.0,1,0
qw6h0O6mfcADcVaueitSGg,3.75,138,78
jCLExW7163N3TY-C-j5Tvg,1.0,1,0
GBLuGAOY0Aa83JWNxQHqlg,4.5,12,1
1BuFq70s1MiBUBdBuYFj4g,5.0,3,0
0aEIOkkESCTOmrH27OmD-w,5.0,15,6
wcmszFovl7b4f5Fpg0-xxg,2.25,4,8
uwy98O1LwCQVG9TvvRcY8w,2.81,25,4
NhFp3CO1Tou1n3ZHCHTN-A,3.43,10,7
0gP-EjXlYgOm9wCpGsDSIA,3.85,135,129
7uG1bcWvkogkdUYQZ_eJWw,2.8,71,9
3_-RoJvvrSl6zn8ky_sJzg,3.58,925,1751
JMhDwjWvOm2Y5GkSB9LDWQ,5.0,7,0
vZp-loGRkht7npWKOwo7Ug,3.0,5,10
WhcIhB7hSR1PjGbiEQ2yYw,3.67,261,6
rC9uzdgOucjYGoWiufaHoQ,3.14,7,1
S9cyH-ofLeUN8ZeTr9UPXQ,4.67,3,0
BPPsA-_sME2Y1LNW7wKQbQ,3.56,9,0
lhBig4X8nllRHqh23J1tqg,4.6,5,0
SjIDUwDgUNTZsUuS-iBW0Q,3.95,77,40
y-3RTQfvdoyOYLvWl7bEOA,2.77,54,22
egz0m12INuczFK752CLaWw,5.0,3,22
SHcPVk0oUk_ZROCyE1tTSQ,4.24,111,0
zUo58ZiKDp41_uUKBWJzpA,3.67,3,1
_By51okpUy8th5-13u69aQ,3.11,9,9
75iT2lYNzX6DR_5YmevH6Q,4.13,8,2
4HCH48io_GF6FpofUCpTbQ,5.0,3,0
Jl3epTIhzX7bmILmQbcZmg,4.0,10,0
nyxagGDVQ71tVoMioQmnzQ,3.56,16,2
FZqmwHERFHM9hH1gp-um_w,3.78,1133,18018
WMB_6jZdvUqunjBkm7ia8Q,4.25,8,0
t8OkLLBwGw6E20ltKc6hYg,4.8,19,4
Qb2_ZjyL7Qy_SoENfW8BZw,2.78,7,11
jnn504CkjtfbYIwBquWmBw,3.36,14,16
NsjFmJ20c0wUWHTPICKPbw,3.85,117,2
f8W2Qv9QosVaP-dRQwLEyw,2.43,7,11
wlO4elslLSEk6SVFubqEdw,4.14,49,16
Gw8BFtHRTd0DXglHeEoaGw,3.69,13,4
3rkDP4L2oKqLcJhYZ80qEg,4.07,14,0
AyXFOrgHp4fKb8j0Ffo-Mw,5.0,2,0
TBfVzrRtP48lN-Cbj4oWcA,4.67,6,0
RttZVxwt9gAQNnp2CxzS9g,5.0,3,0
AFLmXZr4nEuQOlNCumw01Q,4.13,116,22
UktKGyMjLI41xz9VNFwULQ,5.0,2,0
HKUMbASHNpNSI_O3vppSTw,4.34,64,7
Ies390n2x0-u4hhXoVuLDw,3.85,25,0
5QwkM-whyZLvVINIxzHRXA,4.23,19,9
Gx9W6yMMFYSxkPlmPoLsww,3.67,3,0
RY5WhdGbDuEmgLjuwdRfdA,5.0,1,0
EEsKFx42HztWZYcrKK4Cxw,4.04,341,1718
0daa3lYsz2iFumNX-Ay3Qg,5.0,4,0
dnb5YD_qxGybsARPG3bQ0g,3.88,395,4
ues9H9H491PG77IWLHku1g,3.63,38,1
f5Mebo8XQ3QpfR5oUoSDDg,5.0,4,3
lmuVgV-nX1rYPK66iLvCrw,2.35,18,2
aR6vaoYj_SuTmz7EZLe41g,3.38,8,0
1ckgxLwAJ2wcUfpC4tSg6g,4.64,126,18
oUU0VQtpgiKNSUM1wybTtA,3.74,30,2
mj18mS-ncdgYrlCuOiUPaA,3.97,31,4
e70cr0ad2osBmMyCpFUBjw,3.88,313,9
CiUUidcG5iQAXu4USOeDmA,4.13,28,14
RXBbDJ5OhyLV8qtJzdcYkA,3.88,15,35
L3n5Xi8HvoSfVIjaCuD7sA,4.6,5,8
LouQAWpdGmtglPIidsYqiA,3.0,2,1
rVyDZqh9QidwzfkbbCrx_Q,4.2,9,0
pCpLef-EKE24lywxXxNyDA,4.07,66,39
Re5idM2CC46FVyX_y5j8bg,2.29,7,1
eGZsm76viqCW2-t7lWqB-A,4.11,44,44
Y0G6LS-BRNLq8Is6OGr1Jw,3.52,88,19
Y0JLyANzb-zHaOr7nAnt7A,3.63,8,3
i66r4lwj_lgtcKdWiRAHhw,3.0,2,0
_NHqjvHbEHQnktExxQnwdA,5.0,2,3
xBy5VoUNoZ0kSJwS56xHtA,3.77,58,380
SDb0K4aAdplQ9A2mfi62ZQ,3.09,43,35
xIpfmiHvo25niLkDOll2mA,1.0,1,0
5upeAQS25ZnmoBuOr-nNeA,4.33,3,0
rxwhP7dn-0OUGD-3neF3Ug,3.89,106,111
0k6EZ6TQNka8czn6WR1B9w,4.81,16,0
TaHJ7bRUb3KnTx3T0NhSEg,4.67,3,0
jyTqrZfDkdFk7R5c5KjBxA,3.51,69,27
tYFSmjGa1_VUIze8EJUs2Q,4.29,13,0
FbnSmh0F6WPuA9pmVMMSbg,4.14,26,3
XEVL0fWNwpJZVDR_Px2N3g,4.86,61,3
o2Rmt1GV3_OC8E3OpNqPYQ,3.48,139,2
zcDJHbILCanASCzcsNGQiQ,1.0,2,0
9FhtC5gKQvUCQMMGlcXW3w,5.0,1,6
-TNhaA_kD-Rlb4m5SAabUw,4.0,7,2
y_v2Z7w0cF-8Idtb5BnakQ,3.87,126,113
YKgrNyT29bfbMKMvQnhxVQ,5.0,1,0
Ex8RYUKFHedLfQQDlskofQ,1.8,4,0
EOZen1RJ0pg-5j7Zw6aY4A,1.0,1,0
cnQwkkrZ09RLqZPz4UHp1w,4.48,31,0
f9o1bAbSd7rK8214Li9C7w,2.0,2,2
KDWZhkRefaWxOZXsqA6nMg,2.5,4,0
g8_IgZYi4Rsoh4kkOqFqtQ,3.35,40,6
r4VBEPk5TJXiFmvBcyTE0A,4.13,72,43
KQP6X0CcUEus1fkED2dDFw,1.0,2,0
D1SrTz3g0mae3O_3cRodXA,3.44,9,0
9KGbnCeMFbwHetprDO9DSw,4.71,17,0
7m0nUEkXmLADuaRbA_w-Vw,4.6,10,2
0ih0auIEpJcJAgxX0aj1Zg,3.67,3,0
vfWLo6K0db5PTspsXLnr4A,2.75,4,2
3VRhXQQYD_j7GuuORhSSIw,3.22,165,275
uERA_o1FAE0bAQ1u2dOgpw,2.55,11,0
nVFz3RZIMtRuTRixVsKrMA,3.93,13,2
XL1kXf0SaqlSNQ9PKbWqiw,3.0,3,0
jbABzxVgompI2bhASM3BAQ,2.91,11,9
nm-M8xqATpIJe0JUXMDMNA,2.33,3,1
5L1OZgLQ4O1lPlfw6cuaqA,3.0,4,1
TyTkU99uwUbjNvlyvHEeZw,4.43,6,0
papQBrfQkd7_ncBXWVTrCg,4.17,6,0
hhDzBeB-oNoKEQLvz9vrJQ,3.9,9,0
UVWxOovrv1KcX1M692QwdA,4.27,15,0
PQrWvmSCd0mtyfdGUcQCaQ,4.5,8,3
6rvaULevZEp2OM_b7cxFeg,3.67,6,2
pNRzpMBV3rdRav-vF8S70Q,3.5,2,0
JFsZQAnJUiWFUwJ_4yIkbA,3.43,14,0
I_khPdh7AylEIlT37D4qSQ,5.0,1,0
5V2qs3a0F66mu9llSPrxqQ,2.75,4,0
6o1nK622IJ7gKUpW4Q4nfw,4.48,28,28
dcFnO0XJ9NNhtrg_qywdGA,3.69,181,5
bvpQWsh_aav-boaGqtm2tQ,4.41,13,5
wgDMSy1ar3kYqvwn-cnphw,2.93,117,20
6-T_nUlheYeQyvCG03Ex3w,5.0,1,0
S6itgF-s7ByP1ngOm3MimA,3.0,2,0
whCuthywids2K_cp8aahDQ,4.06,96,34
LIkU9TT0cP1i4kjorWCMKQ,4.15,87,17
W6z0yjDd4qx_xQ82DQN7Wg,3.4,5,2
lCJ9RIOROC-RL2M8sYL2QA,3.0,6,18
4peTPC3GAiHfyOeKKCBL6A,5.0,13,0
AqwpKjxMHbxJVNj0He8LSQ,3.61,356,2
ct3RvzrhcovOTi_5vuu10Q,3.86,133,24
28d98vz9j02Dph47nc3fqw,3.1,49,10
ceXKHqbd5IFzJV_EkwZGMw,3.67,92,71
Ce3R5nLDi7AlAEEAx6bi8w,3.94,17,0
IkvaB4ij28xrBgh5Qz4KPw,5.0,2,12
X4rhu5zaibPrQOnOVx5zUw,5.0,3,0
IOauGp_8uI2y8lQ9hLjdSA,3.5,6,0
8ym6Og6IJDYve9ht-xcu2w,5.0,2,0
98te1cVGpMsjMavhvxDVXg,3.96,50,36
